"id","trivia"
"/title/tt0058331/trivia/tr0774019","When she was filming The Princess Diaries (2001) in 2001, Julie Andrews discovered that her director, Garry Marshall, was living in the same house that she did when she was making this film. Some of ""The Princess Diaries"" was shot on exactly the same sound stage as ""Mary Poppins"". Andrews knew this because there is a plaque on the sound stage saying that the film was shot there."
"/title/tt0058331/trivia/tr0774054","Mrs. Banks' first name was originally Cynthia. It was changed to the ""more British-sounding"" Winifred at P.L. Travers' request."
"/title/tt0058331/trivia/tr0774078","The filmmakers didn't inform Karen Dotrice or Matthew Garber about some ""surprises"" that were going to show up in the movie. Karen's dumbfounded look when Mary Poppins takes out item after item from the carpet bag and her little scream when Mary Poppins gave them medicines of different colors were genuine. The children also weren't told who was acting as Mr. Dawes Sr., and were worried that the horrible old man was going to fall down and die at any moment."
"/title/tt0058331/trivia/tr0774046","Quotes John Keats' ""Endymion"" when Mary Poppins comments ""A thing of beauty is a joy forever,"" as she pulls a potted plant out of her carpet bag. Incidentally, the same quote is used by Gene Wilder in Willy Wonka & the Chocolate Factory (1971)."
"/title/tt0058331/trivia/tr0774085","Lyricist Robert B. Sherman had searched for nearly two weeks for a catchy phrase that could be Mary Poppins' anthem. He came across the perfect title when his young son Jeff came home from school one day and announced that he had just received a polio vaccine. Thinking that the vaccine had been administered as a shot, Sherman asked, ""Did it hurt?"" He replied, ""No. They just gave it to me on a cube of sugar and I swallowed it down."" Sherman tried the idea on his brother the following morning, Richard M. Sherman put the phrase to music and ""A Spoonful of Sugar"" was born."
"/title/tt0058331/trivia/tr0774028","Julie Andrews provided the whistling for the animatronic robin during the song ""A Spoonful of Sugar""."
"/title/tt0058331/trivia/tr0774087","For her interaction with the animatronic robin, Julie Andrews had yards of control wires hidden under her costume and running up her sleeve."
"/title/tt0058331/trivia/tr0774086","Julie Andrews initially hesitated to take the part of Mary Poppins. She hoped Jack L. Warner would ask her to star as Eliza Doolittle in My Fair Lady (1964)."
"/title/tt0058331/trivia/tr0774055","Songwriters Robert B. Sherman and Richard M. Sherman wrote over 30 songs during the various stages of the film's development."
"/title/tt0058331/trivia/tr0774010","P.L. Travers wanted the animated chalk-drawing sequence removed from the film, but Walt Disney refused."
"/title/tt0058331/trivia/tr0774012","Walt Disney regarded this film to be one of the crowning achievements of his career."
"/title/tt0058331/trivia/tr0774044","(Cameo) Marni Nixon: voice of the singing geese during the ""barnyard singalong"" segment of ""Jolly Holiday""."
"/title/tt0058331/trivia/tr0774101","Author P.L. Travers was adamant that in the film there should be no suggestions of any kind of romance between Mary Poppins and Bert. This is explicitly referenced in the song ""Jolly Holiday""."
"/title/tt0058331/trivia/tr1058400","The kazoo music heard during the penguins' routine is played by Richard M. Sherman."
"/title/tt0058331/trivia/tr0774099","David Tomlinson (Mr. Banks) also voices several of the animated characters that Bert and Mary Poppins encounter in the chalk drawing, including a penguin waiter and the jockey who allows Mary Poppins to pass on her carousel horse. He also voices the Parrot Umbrella Handle at the end of the movie. Original choices for George Banks included Richard Harris, Terry-Thomas, George Sanders, James Mason and Donald Sutherland."
"/title/tt0058331/trivia/tr0774048","There are 20 distinguishable names in ""Jolly Holiday"" when Bert and the penguins are discussing how no one is better than Mary Poppins. The names are as follows: Mavis and Sybil [have ways that are winning], Prudence and Gwendolyn [set your heart spinning], Phoebe [delightful], Maude [is disarming], Janis, Felicia, Lydia [charming], Cynthia [dashing], Vivian [sweet], Stephanie [smashing], Priscilla [a treat], Veronica, Millicent, Agnes, Jane [convivial company time and again], Doris, Phyllis, Glynis [of sorts, I'll agree are three jolly good sports. But, cream of the crop, tip of the top, it's Mary Poppins and there we stop.]"
"/title/tt0058331/trivia/tr0774021","Robert Wise and Ernest Lehman visited the set to view rushes of Julie Andrews' performance. She was cast immediately in the lead for The Sound of Music (1965) on the strength of that visit."
"/title/tt0058331/trivia/tr1903476","After playing in New York's prestigious Radio City Music Hall in its original 1964 release, this film was brought back for a repeat engagement nine years later as part of a 50th anniversary tribute to producer Walt Disney."
"/title/tt0058331/trivia/tr0774077","This Disney film, as of 2006, holds the record of having the longest in-print status on video. The film was released on video in 1981, and has been re-released several times, managing to stay in video stores since then. Not once has the film been out of print on video."
"/title/tt0058331/trivia/tr0774103","Walt Disney cast Julie Andrews for the lead after seeing her in ""Camelot"" on Broadway. When she mentioned she was pregnant, he offered to wait until she had her baby to start filming and offered her then-husband, Tony Walton, the job of designing costumes and some sets for the film. Disney also gave the couple a personally escorted tour of Disneyland and the studio to help them make up their minds."
"/title/tt0058331/trivia/tr0774094","The word ""supercalifragilisticexpialidocious"" seems to pre-date the movie, but language experts have yet to pin down by how much, or what exactly, it originally meant. An urban myth is growing that it had something to do with Irish (or Scottish) prostitutes. Its use in the movie may have been inspired by a nonsense word the Sherman brothers (Robert B. Sherman and Richard M. Sherman) learned at summer camp. They remembered having a word that the adults didn't know, and thought the Banks children should have one, too."
"/title/tt0058331/trivia/tr0774022","The chorus performing as the animated Pearly Band during ""Supercalifragilisticexpialidocious"" was comprised of songwriter Richard M. Sherman, vocal coach J. Pat O'Malley and Julie Andrews."
"/title/tt0058331/trivia/tr0774067","Bert's jobs in the film are a one-man band, a chalk artist, a chimney sweep, and a kite salesman. Following the animated sequence he hints that he might also sell hot chestnuts."
"/title/tt0058331/trivia/tr0774071","One of Julie Andrews' favorite songs was ""Stay Awake"". When she heard that there were plans to delete it, she wrote a letter of concern to P.L. Travers, who instantly insisted that the song remain in the film."
"/title/tt0058331/trivia/tr0774092","Julie Andrews was determined to nail the lullaby ""Stay Awake"". She took nearly 50 takes (most reports suggest 47) in the Disney recording studio to create the perfect ""soft"" voice quality for the song. Dick Van Dyke, on the other hand, took only one take to record his verses as Mr. Dawes, Sr. on ""Fidelity, Fiduciary Bank""."
"/title/tt0058331/trivia/tr0774026","Danny Kaye, Fred Astaire, Jim Dale and even Cary Grant were briefly considered for the role of Bert. P.L. Travers suggested actors like Richard Burton, Alec Guinness, Richard Harris, Rex Harrison, Ron Moody, Laurence Olivier, Peter O'Toole, and Peter Sellers for the role, in keeping with the British nature of her books."
"/title/tt0058331/trivia/tr0759194","The planning and composing of the songs took about two-and-a-half years. This was a tremendous amount of work and it was not until the author, P. L. Travers, arrived that it became known that Disney only had an option on the rights and that Travers had not yet signed the contract. It was only after the excruciating effort with Travers was completed that she finally signed."
"/title/tt0058331/trivia/tr1948389","Julie Andrews became available for this film as a result of Jack L. Warner refusing to cast her in My Fair Lady (1964), opting instead for Audrey Hepburn. When Andrews won the Golden Globe for Best Actress in a Leading Role (beating Hepburn) she thanked Warner for ""making a wonderful movie and making it possible in the first place"" for her to win."
"/title/tt0058331/trivia/tr0774034","This film was in slow development at Walt Disney Studios because the studio still had not obtained the rights to film the property from author P.L. Travers. This did not happen until sometime in 1961 or 1962."
"/title/tt0058331/trivia/tr0774049","Ed Wynn's character, Uncle Albert, was originally written as having a Viennese accent. Wynn, however, didn't attempt the accent--or even an English accent, for that matter. He was just himself, ad-libbing many of the lines he says while laughing on the ceiling in the ""I Love to Laugh"" scene."
"/title/tt0058331/trivia/tr0774056","Ordinarily a stickler for keeping to the script, director Robert Stevenson allowed Ed Wynn free rein to improvise."
"/title/tt0058331/trivia/tr0774070","Matthew Garber was paid 10 cents for every time they filmed the tea party scene. He was afraid of heights, so somebody offered to pay him a ""bonus"" 10 cents for every take."
"/title/tt0058331/trivia/tr0774031","The character of Bert is actually an amalgamation of several of Mary Poppins' friends from the books. Among them, the minor character of a chimney sweep. It was a drawing of that sweep by one of the animators that inspired the song ""Chim Chim Cheree."""
"/title/tt0058331/trivia/tr1105855","The film takes place in April 1910."
"/title/tt0058331/trivia/tr0774036","Reportedly, P.L. Travers approved the casting of Julie Andrews, but she hated the film so much she left the premiere in tears. Supposedly, she objected most to changing Mary Poppins from cold and intimidating in the novel to warm and cheery in the film. She also took issue with the ending, in which Mrs. Banks gives up campaigning for women's rights to stay at home as a housewife."
"/title/tt0058331/trivia/tr0774091","The cherry tree blossoms in Cherry Tree Lane were made of plastic, imported from France and Portugal. Each leaf and bloom was hand-mounted."
"/title/tt0058331/trivia/tr0774033","Voted #3 in Channel 4's (UK) ""Greatest Family Films""."
"/title/tt0058331/trivia/tr1224701","When founder and (now former) chief archivist at the Walt Disney Archives Dave Smith went on a search for the snowglobe from this movie, which featured birds flying around Saint Paul's Cathedral, he finally found it on a shelf in a janitor's office. The janitor explained that he saw the snowglobe sitting in a trash can, but found it too pretty to throw away and kept it himself."
"/title/tt0058331/trivia/tr0774093","Not only was ""Feed the Birds"" Walt Disney's favorite song in the film, but it is said that anytime he visited the Sherman brothers (Robert B. Sherman and Richard M. Sherman) during the rest of his life, all he would have to do was say, ""Play it,"" and they knew he wanted to hear ""Feed the Birds""."
"/title/tt0058331/trivia/tr0774042","Final film of Jane Darwell. NOTE: She was living at the Motion Picture Country Home in Woodland Hills, CA, when she was approached by Walt Disney Pictures to play the Bird Woman. She at first refused, but Walt Disney was so set on having her in the film that he personally visited her at the home and eventually persuaded her to take the part. He even sent a limo to fetch and return her during her one day of shooting."
"/title/tt0058331/trivia/tr1531238","""Feeding the birds"" at Saint Paul's Cathedral, seen as a charitable act of kindness in the film, became forbidden by law in the 21st century, having resulted in excessive defecation from the expanding avian population."
"/title/tt0058331/trivia/tr0774062","The scene where Mr. Dawes Sr. (Dick Van Dyke) has trouble negotiating the step in the bank's meeting room was not originally in the script. While viewing a make-up test for Van Dyke in the projection room, Walt Disney saw him entertaining crew members on the test film between takes with some comic routines, among them the ""stepping down"" routine of an old man trying to step off a curb without hurting himself. The test film not only convinced Disney to cast Van Dyke as Mr. Dawes Sr. but he specifically requested that crew members ""build a six-inch riser on the board room set so Dick can do that stepping-down routine""."
"/title/tt0058331/trivia/tr1802752","When Dick Van Dyke read the script, he'd already been cast in the role of Bert but found the part of the Mr. Dawes, Sr. so hysterical he lobbied Walt Disney for the role, even offering to play it for free. Disney not only made Van Dyke audition for the part, but forced the actor to make a substantial donation to CalArts, Disney's own pet-project film school."
"/title/tt0058331/trivia/tr0774079","With five wins out of 13 nominations in total, this film marked Walt Disney's single most successful night at the Academy Awards. Never before or since, as of 2016, has a single Disney film won as many Oscars in one evening."
"/title/tt0058331/trivia/tr1022742","Premiered at Graumann's Chinese Theatre in 1964. Re-premiered at the famed Radio City Music Hall in New York City in 1966."
"/title/tt0058331/trivia/tr0774095","David Tomlinson was nervous about not being good enough for the part of Mr. Banks, as he had never sung professionally before."
"/title/tt0058331/trivia/tr2032273","(Cameo) Betty Lou Gerson: The Old Crone who promises to hide the Banks children after they run from the Dawes, Tomes, Mousely, Grubbs Fidelity Fiduciary Bank."
"/title/tt0058331/trivia/tr0774082","P.L. Travers finally relented and sold the film rights to Walt Disney in 1961, although she retained script approval rights. One of the reasons prompting her to do so was a decline in her book sales."
"/title/tt0058331/trivia/tr0774074","P.L. Travers was a stickler about details in the script, driving many of the Disney writers to distraction about Poppins minutiae. After seeing the final film, she devised a list of changes she wanted. Her requests went unheeded after Walt Disney himself pointed out that although she had script approval, she did NOT have final draft approval. Among the things that she disliked was the score of songwriters Robert B. Sherman and Richard M. Sherman. She wanted the only music in the movie to be period pieces, such as ""Ta Ra Ra Boom De Ay"" or ""Greensleeves""."
"/title/tt0058331/trivia/tr0774061","Larri Thomas. the woman in the carriage who blows a kiss at Bert during ""Chim Chim Cheree,"" was Julie Andrews' stand-in."
"/title/tt0058331/trivia/tr1776295","Songwrters Robert B. Sherman and Richard M. Sherman originally planned to use the song ""Chim-Chim-Cheree"" for all the music in the rooftop finale. However, when special effects supervisor Peter Ellenshaw brought the English pub song ""Knees Up Mother Brown"" to their attention, they decided to make their own variation, resulting in ""Step In Time""."
"/title/tt0058331/trivia/tr0774104","Julie Andrews was left hanging in mid-air during one particularly long camera setup. The stagehands unwittingly lowered her wire harness rather rapidly. ""Is she down yet?"" called a grip. ""You bloody well better believe she is!"" fumed Andrews."
"/title/tt0058331/trivia/tr1802753","P.L. Travers never forgave Walt Disney for what she saw as a vulgar and disrespectful adaptation of her ""Mary Poppins"" novels. In 1993, 29 years after the release of the film, stage producer Cameron Mackintosh approached Travers about a musical theatre version of her work. She initially refused, citing the film as a reason why she would never again allow an adaptation of her ""Mary Poppins"" series. After several meetings, however, she relented, though when Mackintosh suggested using the songs from the Disney film in the production, Travers again balked. After much more pleading, Mackintosh convinced her to allow a stage production with the songs from the film on the strict proviso that no Americans participate in the development, and further that no one involved with the film version--including original film composers Robert B. Sherman and Richard M. Sherman, both of whom were still alive and working at the time--could participate. Mackintosh proceeded with development of the stage adaptation for several years without any involvement from Disney, per Travers' wishes, though after the author's death in 1996 the Walt Disney Company was allowed some degree of creative involvement and went on to co-produce the musical with Mackintosh. The musical would ultimately debut in London's West End in 2004 before opening on Broadway in 2006. It received 7 Tony Award Nominations, including Best Musical."
"/title/tt0058331/trivia/tr1104312","Although Dick Van Dyke considers this the best film he has appeared in, he nevertheless maintains to this day that he was somewhat miscast as Bert. He has suggested that either Jim Dale or Ron Moody would have played the part better."
"/title/tt0058331/trivia/tr0774004","The ""Step in Time"" sequence had to be filmed twice because of a scratch on the film from the first take. The entire sequence took a week to film."
"/title/tt0058331/trivia/tr0774011","The author of the ""Poppins"" books, P.L. Travers, approved heartily of the casting of Julie Andrews after hearing her only on the telephone. Andrews granted the interview from her bed after the delivery of her daughter, Emma Walton Hamilton."
"/title/tt0058331/trivia/tr0774069","The setting was changed from the 1930s to the Edwardian era at the suggestion of songwriters Robert B. Sherman and Richard M. Sherman."
"/title/tt0058331/trivia/tr1346184","On an episode of National Public Radio's ""Wait, Wait, Don't Tell Me"" (broadcast October 25, 2010) Dick Van Dyke was asked by host Peter Sagal about his notorious accent in this film. Van Dyke stated that his vocal coach was Lancashire-born actor J. Pat O'Malley, who had an even worse cockney accent."
"/title/tt0058331/trivia/tr0774045","In the transition from page to screen, the Banks family manages to lose a set of twins, John and Barbara."
"/title/tt0058331/trivia/tr0774096","Julie Andrews wore a wig in the movie."
"/title/tt0058331/trivia/tr0774068","Originally there was a scene when all of the toys in the nursery come alive. Since it proved to be too scary for children, it was cut out. However, the idea was later reused in the Broadway musical of Mary Poppins."
"/title/tt0058331/trivia/tr0774097","The financial success of this film brought Walt Disney the money needed to expand WED Enterprises (now Imagineering), and he titled the new branch MAPO (short for MAry POppins)."
"/title/tt0058331/trivia/tr0774105","The top grossing film of 1965, and the top grossing Disney film for 20 years."
"/title/tt0058331/trivia/tr0774018","This was the only film personally produced by Walt Disney to be nominated for a Best Picture Oscar. (Beauty and the Beast (1991), Up (2009), and Toy Story 3 (2010) were also nominated for Best Picture, but they were all released after Disney's death in 1966.)"
"/title/tt0058331/trivia/tr1789797","The character of Mr. Banks is based on the author's own father, Travers Goff."
"/title/tt0058331/trivia/tr1041449","Walt Disney was so determined to cast Julie Andrews that he offered to delay filming until the summer of 1964 if Andrews was cast as Eliza Dolittle in My Fair Lady (1964). Since Audrey Hepburn was cast as Eliza, both movies began filming around August/September 1963."
"/title/tt0058331/trivia/tr0774030","The song, ""Let's Go Fly a Kite"" was inspired by the Sherman brothers' (Robert B. Sherman and Richard M. Sherman) father, Al Sherman who made kites for neighborhood kids as a weekend hobby. In the film, the broken kite represents the broken family. When Mr. Banks mends the kite and the four pieces are taped back together, the four members of the family are also reunited. By transforming her ""suffragette ribbon"" into the kite's tail, Mrs. Banks also commits herself to being there more for her family."
"/title/tt0058331/trivia/tr0774057","Prior to the 1964 premiere, Walt Disney had not personally attended a studio premiere since Snow White and the Seven Dwarfs (1937) in 1937."
"/title/tt0058331/trivia/tr0774106","The wires holding up the flying Mary Poppins were darkened with shoe polish to reduce the risk of reflection from the studio lights."
